date,store_nbr,item_nbr,type,cluster,state,family,class,perishable,store_type,family_encoded,state_encoded,unit_sales
2013-01-05,30,378330,C,3,Guayas,GROCERY I,1032,0,2,1,8,2.0
2013-01-05,30,378685,C,3,Guayas,DAIRY,2102,1,2,6,8,9.0
2013-01-05,30,401911,C,3,Guayas,CLEANING,3012,0,2,3,8,1.0
2013-01-05,30,402175,C,3,Guayas,GROCERY I,1096,0,2,1,8,1.0
2013-01-05,30,405304,C,3,Guayas,GROCERY I,1032,0,2,1,8,1.0
2013-01-05,30,406965,C,3,Guayas,CLEANING,3015,0,2,3,8,2.0
2013-01-05,30,407500,C,3,Guayas,EGGS,2502,1,2,7,8,6.0
2013-01-05,30,407542,C,3,Guayas,DELI,2644,1,2,2,8,1.0
2013-01-05,30,407552,C,3,Guayas,DELI,2652,1,2,2,8,3.0
2013-01-05,30,409738,C,3,Guayas,BREAD/BAKERY,2708,1,2,0,8,4.0
2013-01-05,30,409904,C,3,Guayas,GROCERY I,1034,0,2,1,8,4.0
2013-01-05,30,410257,C,3,Guayas,GROCERY I,1072,0,2,1,8,6.0
2013-01-05,30,410866,C,3,Guayas,PREPARED FOODS,2980,1,2,10,8,3.0
2013-01-05,30,411557,C,3,Guayas,GROCERY I,1044,0,2,1,8,1.0
2013-01-05,30,413557,C,3,Guayas,GROCERY I,1058,0,2,1,8,2.0
2013-01-05,30,413987,C,3,Guayas,CLEANING,3034,0,2,3,8,1.0
2013-01-05,30,414305,C,3,Guayas,BEVERAGES,1124,0,2,5,8,20.0
2013-01-05,30,414353,C,3,Guayas,GROCERY I,1014,0,2,1,8,11.0
2013-01-05,30,414421,C,3,Guayas,GROCERY I,1040,0,2,1,8,2.0
2013-01-05,30,414455,C,3,Guayas,GROCERY I,1084,0,2,1,8,1.0
2013-01-05,30,414620,C,3,Guayas,GROCERY I,1016,0,2,1,8,7.0
2013-01-05,30,414621,C,3,Guayas,GROCERY I,1016,0,2,1,8,4.0
2013-01-05,30,414750,C,3,Guayas,GROCERY I,1072,0,2,1,8,3.0
2013-01-05,30,414752,C,3,Guayas,GROCERY I,1072,0,2,1,8,4.0
2013-01-05,30,417763,C,3,Guayas,CLEANING,3026,0,2,3,8,12.0
2013-01-05,30,421066,C,3,Guayas,GROCERY I,1004,0,2,1,8,1.0
2013-01-05,30,422452,C,3,Guayas,GROCERY I,1032,0,2,1,8,1.0
2013-01-05,30,426155,C,3,Guayas,PREPARED FOODS,2962,1,2,10,8,9.0
2013-01-05,30,428054,C,3,Guayas,GROCERY I,1032,0,2,1,8,3.0
2013-01-05,30,428488,C,3,Guayas,CLEANING,3030,0,2,3,8,1.0
2013-01-05,30,452078,C,3,Guayas,CLEANING,3008,0,2,3,8,1.0
2013-01-05,30,452212,C,3,Guayas,BREAD/BAKERY,2702,1,2,0,8,8.0
2013-01-05,30,454416,C,3,Guayas,GROCERY I,1034,0,2,1,8,1.0
2013-01-05,30,454589,C,3,Guayas,GROCERY I,1038,0,2,1,8,3.0
2013-01-05,30,454596,C,3,Guayas,GROCERY I,1092,0,2,1,8,1.0
2013-01-05,30,456870,C,3,Guayas,GROCERY I,1010,0,2,1,8,3.0
2013-01-05,30,457471,C,3,Guayas,DELI,2644,1,2,2,8,2.0
2013-01-05,30,457556,C,3,Guayas,GROCERY I,1004,0,2,1,8,2.0
2013-01-05,30,457688,C,3,Guayas,CLEANING,3038,0,2,3,8,1.0
2013-01-05,30,457727,C,3,Guayas,DAIRY,2112,1,2,6,8,2.0
2013-01-05,30,457928,C,3,Guayas,POULTRY,2416,1,2,8,8,9.42
2013-01-05,30,458029,C,3,Guayas,CLEANING,3004,0,2,3,8,3.0
2013-01-05,30,459762,C,3,Guayas,BREAD/BAKERY,2708,1,2,0,8,3.0
2013-01-05,30,459804,C,3,Guayas,GROCERY I,1086,0,2,1,8,5.0
2013-01-05,30,463901,C,3,Guayas,CLEANING,3034,0,2,3,8,3.0
2013-01-05,30,463903,C,3,Guayas,CLEANING,3034,0,2,3,8,2.0
2013-01-05,30,464263,C,3,Guayas,GROCERY I,1014,0,2,1,8,3.0
2013-01-05,30,464302,C,3,Guayas,GROCERY I,1026,0,2,1,8,2.0
2013-01-05,30,464333,C,3,Guayas,GROCERY I,1040,0,2,1,8,1.0
2013-01-05,30,464334,C,3,Guayas,GROCERY I,1040,0,2,1,8,10.0
2013-01-05,30,464336,C,3,Guayas,GROCERY I,1040,0,2,1,8,2.0
2013-01-05,30,464339,C,3,Guayas,GROCERY I,1040,0,2,1,8,3.0
2013-01-05,30,464374,C,3,Guayas,BEVERAGES,1124,0,2,5,8,5.0
2013-01-05,30,464906,C,3,Guayas,GROCERY I,1012,0,2,1,8,2.0
2013-01-05,30,464940,C,3,Guayas,CLEANING,3090,0,2,3,8,1.0
2013-01-05,30,467808,C,3,Guayas,CLEANING,3026,0,2,3,8,14.0
2013-01-05,30,467887,C,3,Guayas,GROCERY I,1076,0,2,1,8,12.0
2013-01-05,30,470760,C,3,Guayas,CLEANING,3004,0,2,3,8,1.0
2013-01-05,30,470762,C,3,Guayas,CLEANING,3004,0,2,3,8,2.0
2013-01-05,30,471980,C,3,Guayas,GROCERY I,1058,0,2,1,8,1.0
2013-01-05,30,471985,C,3,Guayas,DAIRY,2114,1,2,6,8,5.0
2013-01-05,30,472658,C,3,Guayas,GROCERY I,1032,0,2,1,8,3.0
2013-01-05,30,502067,C,3,Guayas,GROCERY I,1028,0,2,1,8,1.0
2013-01-05,30,502224,C,3,Guayas,GROCERY I,1062,0,2,1,8,2.0
2013-01-05,30,502331,C,3,Guayas,BREAD/BAKERY,2702,1,2,0,8,33.0
2013-01-05,30,507870,C,3,Guayas,GROCERY I,1084,0,2,1,8,2.0
2013-01-05,30,510054,C,3,Guayas,GROCERY I,1072,0,2,1,8,8.0
2013-01-05,30,510055,C,3,Guayas,GROCERY I,1072,0,2,1,8,1.0
2013-01-05,30,511172,C,3,Guayas,BREAD/BAKERY,2712,1,2,0,8,2.0
2013-01-05,30,511397,C,3,Guayas,GROCERY I,1044,0,2,1,8,2.0
2013-01-05,30,513855,C,3,Guayas,CLEANING,3034,0,2,3,8,1.0
2013-01-05,30,514172,C,3,Guayas,BEVERAGES,1124,0,2,5,8,5.0
2013-01-05,30,514242,C,3,Guayas,GROCERY I,1026,0,2,1,8,1.0
2013-01-05,30,514327,C,3,Guayas,PREPARED FOODS,2986,1,2,10,8,1.0
2013-01-05,30,514597,C,3,Guayas,GROCERY I,1012,0,2,1,8,3.0
2013-01-05,30,514757,C,3,Guayas,CLEANING,3090,0,2,3,8,2.0
2013-01-05,30,517615,C,3,Guayas,GROCERY I,1074,0,2,1,8,3.0
2013-01-05,30,517906,C,3,Guayas,DELI,2644,1,2,2,8,1.0
2013-01-05,30,518091,C,3,Guayas,BEVERAGES,1122,0,2,5,8,2.0
2013-01-05,30,518094,C,3,Guayas,BEVERAGES,1122,0,2,5,8,9.0
2013-01-05,30,519718,C,3,Guayas,DELI,2636,1,2,2,8,1.0
2013-01-05,30,521818,C,3,Guayas,GROCERY I,1058,0,2,1,8,1.0
2013-01-05,30,522383,C,3,Guayas,GROCERY I,1002,0,2,1,8,3.0
2013-01-05,30,525887,C,3,Guayas,GROCERY I,1032,0,2,1,8,1.0
2013-01-05,30,551893,C,3,Guayas,CLEANING,3008,0,2,3,8,1.0
2013-01-05,30,554049,C,3,Guayas,GROCERY I,1045,0,2,1,8,3.0
2013-01-05,30,554144,C,3,Guayas,GROCERY I,1034,0,2,1,8,1.0
2013-01-05,30,554145,C,3,Guayas,GROCERY I,1034,0,2,1,8,1.0
2013-01-05,30,554152,C,3,Guayas,GROCERY I,1034,0,2,1,8,4.0
2013-01-05,30,557256,C,3,Guayas,EGGS,2502,1,2,7,8,2.0
2013-01-05,30,557257,C,3,Guayas,EGGS,2502,1,2,7,8,5.0
2013-01-05,30,557289,C,3,Guayas,DELI,2632,1,2,2,8,1.0
2013-01-05,30,557408,C,3,Guayas,DAIRY,2142,1,2,6,8,1.0
2013-01-05,30,559493,C,3,Guayas,BREAD/BAKERY,2702,1,2,0,8,10.0
2013-01-05,30,559494,C,3,Guayas,BREAD/BAKERY,2708,1,2,0,8,3.0
2013-01-05,30,559680,C,3,Guayas,GROCERY I,1034,0,2,1,8,1.0
2013-01-05,30,559870,C,3,Guayas,GROCERY I,1072,0,2,1,8,15.0
2013-01-05,30,559873,C,3,Guayas,GROCERY I,1072,0,2,1,8,3.0
2013-01-05,30,564110,C,3,Guayas,GROCERY I,1066,0,2,1,8,7.0
2013-01-05,30,564272,C,3,Guayas,GROCERY I,1016,0,2,1,8,3.0
2013-01-05,30,564274,C,3,Guayas,GROCERY I,1016,0,2,1,8,4.0
2013-01-05,30,564287,C,3,Guayas,BREAD/BAKERY,2718,1,2,0,8,20.0
2013-01-05,30,564288,C,3,Guayas,BREAD/BAKERY,2718,1,2,0,8,5.0
2013-01-05,30,564533,C,3,Guayas,GROCERY I,1012,0,2,1,8,5.0
2013-01-05,30,564534,C,3,Guayas,GROCERY I,1012,0,2,1,8,1.0
2013-01-05,30,567623,C,3,Guayas,GROCERY I,1040,0,2,1,8,2.0
2013-01-05,30,567779,C,3,Guayas,DELI,2632,1,2,2,8,3.0
2013-01-05,30,568133,C,3,Guayas,BEVERAGES,1122,0,2,5,8,1.0
2013-01-05,30,570917,C,3,Guayas,GROCERY I,1054,0,2,1,8,5.0
2013-01-05,30,570922,C,3,Guayas,CLEANING,3020,0,2,3,8,1.0
2013-01-05,30,573832,C,3,Guayas,GROCERY I,1016,0,2,1,8,2.0
2013-01-05,30,575630,C,3,Guayas,GROCERY I,1035,0,2,1,8,1.0
2013-01-05,30,575863,C,3,Guayas,GROCERY I,1032,0,2,1,8,2.0
2013-01-05,30,577740,C,3,Guayas,GROCERY I,1032,0,2,1,8,2.0
2013-01-05,30,577741,C,3,Guayas,GROCERY I,1032,0,2,1,8,5.0
2013-01-05,30,577743,C,3,Guayas,GROCERY I,1032,0,2,1,8,5.0
2013-01-05,30,578097,C,3,Guayas,DAIRY,2102,1,2,6,8,13.0
2013-01-05,30,578467,C,3,Guayas,GROCERY I,1062,0,2,1,8,1.0
2013-01-05,30,580929,C,3,Guayas,GROCERY I,1004,0,2,1,8,2.0
2013-01-05,30,581078,C,3,Guayas,CLEANING,3038,0,2,3,8,3.0
2013-01-05,30,581742,C,3,Guayas,GROCERY I,1072,0,2,1,8,6.0
2013-01-05,30,583975,C,3,Guayas,MEATS,2302,1,2,13,8,2.306
2013-01-05,30,583977,C,3,Guayas,MEATS,2302,1,2,13,8,3.361
2013-01-05,30,583978,C,3,Guayas,MEATS,2302,1,2,13,8,5.091
2013-01-05,30,584030,C,3,Guayas,MEATS,2302,1,2,13,8,0.99
2013-01-05,30,584103,C,3,Guayas,MEATS,2302,1,2,13,8,2.29
2013-01-05,30,584123,C,3,Guayas,MEATS,2302,1,2,13,8,1.139
2013-01-05,30,584125,C,3,Guayas,MEATS,2302,1,2,13,8,5.378
2013-01-05,30,584126,C,3,Guayas,MEATS,2302,1,2,13,8,5.608
2013-01-05,30,586823,C,3,Guayas,CLEANING,3046,0,2,3,8,1.0
2013-01-05,30,586911,C,3,Guayas,PERSONAL CARE,4114,0,2,4,8,1.0
2013-01-05,30,587069,C,3,Guayas,GROCERY I,1004,0,2,1,8,10.0
2013-01-05,30,587157,C,3,Guayas,MEATS,2302,1,2,13,8,7.127
2013-01-05,30,598414,C,3,Guayas,GROCERY I,1032,0,2,1,8,1.0
2013-01-05,30,598492,C,3,Guayas,GROCERY I,1032,0,2,1,8,1.0
2013-01-05,30,608035,C,3,Guayas,CLEANING,3044,0,2,3,8,3.0
2013-01-05,30,617113,C,3,Guayas,EGGS,2502,1,2,7,8,1.0
2013-01-05,30,619965,C,3,Guayas,DELI,2636,1,2,2,8,1.0
2013-01-05,30,621300,C,3,Guayas,GROCERY I,1040,0,2,1,8,7.0
2013-01-05,30,627263,C,3,Guayas,GROCERY I,1026,0,2,1,8,1.0
2013-01-05,30,627885,C,3,Guayas,GROCERY I,1030,0,2,1,8,2.0
2013-01-05,30,633977,C,3,Guayas,MEATS,2306,1,2,13,8,0.537
2013-01-05,30,637016,C,3,Guayas,GROCERY I,1078,0,2,1,8,3.0
2013-01-05,30,638240,C,3,Guayas,CLEANING,3020,0,2,3,8,2.0
2013-01-05,30,638977,C,3,Guayas,GROCERY I,1045,0,2,1,8,15.0
2013-01-05,30,638978,C,3,Guayas,GROCERY I,1045,0,2,1,8,1.0
2013-01-05,30,641042,C,3,Guayas,GROCERY I,1026,0,2,1,8,4.0
2013-01-05,30,648313,C,3,Guayas,CLEANING,3020,0,2,3,8,4.0
2013-01-05,30,651326,C,3,Guayas,GROCERY I,1036,0,2,1,8,4.0
2013-01-05,30,651525,C,3,Guayas,GROCERY I,1004,0,2,1,8,8.0
2013-01-05,30,655427,C,3,Guayas,CLEANING,3020,0,2,3,8,5.0
2013-01-05,30,655840,C,3,Guayas,LINGERIE,7034,0,2,9,8,1.0
2013-01-05,30,657869,C,3,Guayas,GROCERY I,1004,0,2,1,8,2.0
2013-01-05,30,658609,C,3,Guayas,CLEANING,3004,0,2,3,8,3.0
2013-01-05,30,663084,C,3,Guayas,GROCERY I,1004,0,2,1,8,9.0
2013-01-05,30,664539,C,3,Guayas,PERSONAL CARE,4126,0,2,4,8,1.0
2013-01-05,30,668752,C,3,Guayas,CLEANING,3016,0,2,3,8,3.0
2013-01-05,30,668754,C,3,Guayas,CLEANING,3016,0,2,3,8,1.0
2013-01-05,30,671051,C,3,Guayas,DELI,2630,1,2,2,8,5.0
2013-01-05,30,671062,C,3,Guayas,DELI,2636,1,2,2,8,2.0
2013-01-05,30,671066,C,3,Guayas,DELI,2636,1,2,2,8,3.0
2013-01-05,30,671068,C,3,Guayas,DELI,2636,1,2,2,8,1.0
2013-01-05,30,671079,C,3,Guayas,DELI,2644,1,2,2,8,5.0
2013-01-05,30,687549,C,3,Guayas,GROCERY I,1062,0,2,1,8,2.0
2013-01-05,30,692531,C,3,Guayas,GROCERY I,1040,0,2,1,8,8.0
2013-01-05,30,692537,C,3,Guayas,GROCERY I,1040,0,2,1,8,2.0
2013-01-05,30,698643,C,3,Guayas,GROCERY I,1045,0,2,1,8,4.0
2013-01-05,30,700610,C,3,Guayas,FROZEN FOODS,2220,0,2,12,8,5.0
2013-01-05,30,716241,C,3,Guayas,CLEANING,3020,0,2,3,8,2.0
2013-01-05,30,716242,C,3,Guayas,CLEANING,3020,0,2,3,8,1.0
2013-01-05,30,716245,C,3,Guayas,CLEANING,3020,0,2,3,8,1.0
2013-01-05,30,723184,C,3,Guayas,DAIRY,2116,1,2,6,8,4.0
2013-01-05,30,724498,C,3,Guayas,GROCERY I,1028,0,2,1,8,2.0
2013-01-05,30,730259,C,3,Guayas,BEVERAGES,1122,0,2,5,8,2.0
2013-01-05,30,736128,C,3,Guayas,BREAD/BAKERY,2722,1,2,0,8,7.0
2013-01-05,30,738219,C,3,Guayas,CLEANING,3026,0,2,3,8,1.0
2013-01-05,30,740714,C,3,Guayas,CLEANING,3032,0,2,3,8,1.0
2013-01-05,30,749421,C,3,Guayas,GROCERY I,1010,0,2,1,8,7.0
2013-01-05,30,749720,C,3,Guayas,GROCERY I,1010,0,2,1,8,1.0
2013-01-05,30,750855,C,3,Guayas,GROCERY I,1062,0,2,1,8,1.0
2013-01-05,30,750857,C,3,Guayas,GROCERY I,1062,0,2,1,8,10.0
2013-01-05,30,751759,C,3,Guayas,CLEANING,3014,0,2,3,8,3.0
2013-01-05,30,754103,C,3,Guayas,GROCERY I,1072,0,2,1,8,5.0
2013-01-05,30,757888,C,3,Guayas,CLEANING,3032,0,2,3,8,3.0
2013-01-05,30,757889,C,3,Guayas,CLEANING,3032,0,2,3,8,4.0
2013-01-05,30,759694,C,3,Guayas,GROCERY I,1070,0,2,1,8,2.0
2013-01-05,30,759890,C,3,Guayas,CLEANING,3016,0,2,3,8,2.0
2013-01-05,30,759893,C,3,Guayas,CLEANING,3032,0,2,3,8,8.0
2013-01-05,30,759894,C,3,Guayas,PERSONAL CARE,4126,0,2,4,8,1.0
2013-01-05,30,760319,C,3,Guayas,POULTRY,2416,1,2,8,8,14.29
2013-01-05,30,762405,C,3,Guayas,CLEANING,3030,0,2,3,8,1.0
2013-01-05,30,765517,C,3,Guayas,GROCERY I,1060,0,2,1,8,5.0
2013-01-05,30,767184,C,3,Guayas,GROCERY I,1039,0,2,1,8,4.0
2013-01-05,30,769312,C,3,Guayas,CLEANING,3020,0,2,3,8,7.0
2013-01-05,30,769314,C,3,Guayas,CLEANING,3020,0,2,3,8,1.0
2013-01-05,30,770449,C,3,Guayas,GROCERY I,1016,0,2,1,8,1.0
2013-01-05,30,770453,C,3,Guayas,GROCERY I,1016,0,2,1,8,2.0
2013-01-05,30,771156,C,3,Guayas,CLEANING,3034,0,2,3,8,2.0
2013-01-05,30,783243,C,3,Guayas,GROCERY I,1016,0,2,1,8,3.0
2013-01-05,30,789907,C,3,Guayas,DAIRY,2102,1,2,6,8,5.0
2013-01-05,30,793345,C,3,Guayas,PERSONAL CARE,4126,0,2,4,8,2.0
2013-01-05,30,793346,C,3,Guayas,PERSONAL CARE,4126,0,2,4,8,3.0
2013-01-05,30,801217,C,3,Guayas,CLEANING,3034,0,2,3,8,1.0
2013-01-05,30,801934,C,3,Guayas,CLEANING,3016,0,2,3,8,2.0
2013-01-05,30,802832,C,3,Guayas,GROCERY I,1045,0,2,1,8,3.0
2013-01-05,30,803101,C,3,Guayas,CLEANING,3060,0,2,3,8,3.0
2013-01-05,30,804098,C,3,Guayas,SEAFOOD,2854,1,2,18,8,8.0
2013-01-05,30,804503,C,3,Guayas,GROCERY I,1004,0,2,1,8,3.0
2013-01-05,30,804932,C,3,Guayas,BEVERAGES,1122,0,2,5,8,4.0
2013-01-05,30,804974,C,3,Guayas,GROCERY I,1060,0,2,1,8,3.0
2013-01-05,30,805311,C,3,Guayas,BEVERAGES,1122,0,2,5,8,1.0
2013-01-05,30,807493,C,3,Guayas,BEVERAGES,1124,0,2,5,8,12.0
2013-01-05,30,812725,C,3,Guayas,CLEANING,3040,0,2,3,8,6.0
2013-01-05,30,812726,C,3,Guayas,CLEANING,3034,0,2,3,8,11.0
2013-01-05,30,812751,C,3,Guayas,"LIQUOR,WINE,BEER",1318,0,2,14,8,100.0
2013-01-05,30,812769,C,3,Guayas,"LIQUOR,WINE,BEER",1318,0,2,14,8,10.0
2013-01-05,30,818590,C,3,Guayas,HARDWARE,6706,0,2,19,8,5.0
2013-01-05,30,819194,C,3,Guayas,GROCERY I,1002,0,2,1,8,1.0
2013-01-05,30,819227,C,3,Guayas,MEATS,2304,1,2,13,8,3.677
2013-01-05,30,819932,C,3,Guayas,BEVERAGES,1122,0,2,5,8,48.0
2013-01-05,30,820003,C,3,Guayas,MEATS,2304,1,2,13,8,1.149
2013-01-05,30,820006,C,3,Guayas,MEATS,2304,1,2,13,8,4.12
2013-01-05,30,828204,C,3,Guayas,GROCERY I,1060,0,2,1,8,5.0
2013-01-05,30,828632,C,3,Guayas,DELI,2644,1,2,2,8,2.0
2013-01-05,30,829658,C,3,Guayas,GROCERY I,1034,0,2,1,8,2.0
2013-01-05,30,830624,C,3,Guayas,CLEANING,3032,0,2,3,8,5.0
2013-01-05,30,830625,C,3,Guayas,CLEANING,3032,0,2,3,8,5.0
2013-01-05,30,830797,C,3,Guayas,GROCERY I,1074,0,2,1,8,1.0
2013-01-05,30,838215,C,3,Guayas,DAIRY,2124,1,2,6,8,3.0
2013-01-05,30,838216,C,3,Guayas,DAIRY,2124,1,2,6,8,5.0
2013-01-05,30,838217,C,3,Guayas,DAIRY,2124,1,2,6,8,1.0
2013-01-05,30,838408,C,3,Guayas,DAIRY,2124,1,2,6,8,3.0
2013-01-05,30,838832,C,3,Guayas,GROCERY I,1016,0,2,1,8,6.0
2013-01-05,30,838844,C,3,Guayas,GROCERY I,1058,0,2,1,8,1.0
2013-01-05,30,839362,C,3,Guayas,BEVERAGES,1124,0,2,5,8,18.0
2013-01-05,30,839363,C,3,Guayas,BEVERAGES,1124,0,2,5,8,11.0
2013-01-05,30,839367,C,3,Guayas,BEVERAGES,1124,0,2,5,8,2.0
2013-01-05,30,841514,C,3,Guayas,GROCERY I,1072,0,2,1,8,3.0
2013-01-05,30,841570,C,3,Guayas,GROCERY I,1070,0,2,1,8,7.0
2013-01-05,30,841612,C,3,Guayas,CLEANING,3038,0,2,3,8,5.0
2013-01-05,30,841614,C,3,Guayas,CLEANING,3038,0,2,3,8,4.0
2013-01-05,30,841667,C,3,Guayas,DAIRY,2128,1,2,6,8,3.0
2013-01-05,30,841841,C,3,Guayas,GROCERY I,1072,0,2,1,8,7.0
2013-01-05,30,841842,C,3,Guayas,GROCERY I,1072,0,2,1,8,11.0
2013-01-05,30,843459,C,3,Guayas,GROCERY I,1060,0,2,1,8,2.0
2013-01-05,30,843462,C,3,Guayas,DELI,2636,1,2,2,8,6.0
2013-01-05,30,843585,C,3,Guayas,GROCERY I,1016,0,2,1,8,8.0
2013-01-05,30,844017,C,3,Guayas,DELI,2632,1,2,2,8,1.0
2013-01-05,30,847859,C,3,Guayas,BEVERAGES,1122,0,2,5,8,1.0
2013-01-05,30,847863,C,3,Guayas,GROCERY I,1058,0,2,1,8,9.0
2013-01-05,30,848765,C,3,Guayas,GROCERY I,1058,0,2,1,8,1.0
2013-01-05,30,849098,C,3,Guayas,DAIRY,2116,1,2,6,8,3.0
2013-01-05,30,850333,C,3,Guayas,GROCERY I,1084,0,2,1,8,2.0
2013-01-05,30,850334,C,3,Guayas,GROCERY I,1084,0,2,1,8,1.0
2013-01-05,30,850460,C,3,Guayas,GROCERY I,1008,0,2,1,8,1.0
2013-01-05,30,851982,C,3,Guayas,PERSONAL CARE,4114,0,2,4,8,2.0
2013-01-05,30,859932,C,3,Guayas,CLEANING,3022,0,2,3,8,2.0
2013-01-05,30,862454,C,3,Guayas,GROCERY I,1088,0,2,1,8,16.0
2013-01-05,30,864508,C,3,Guayas,GROCERY I,1048,0,2,1,8,5.0
2013-01-05,30,865147,C,3,Guayas,PERSONAL CARE,4114,0,2,4,8,4.0
2013-01-05,30,866927,C,3,Guayas,DELI,2632,1,2,2,8,14.0
2013-01-05,30,868529,C,3,Guayas,GROCERY I,1088,0,2,1,8,4.0
2013-01-05,30,870544,C,3,Guayas,PERSONAL CARE,4126,0,2,4,8,7.0
2013-01-05,30,870545,C,3,Guayas,PERSONAL CARE,4126,0,2,4,8,1.0
2013-01-05,30,871421,C,3,Guayas,BEVERAGES,1124,0,2,5,8,4.0
2013-01-05,30,872306,C,3,Guayas,GROCERY I,1034,0,2,1,8,6.0
2013-01-05,30,872317,C,3,Guayas,GROCERY I,1040,0,2,1,8,3.0
2013-01-05,30,874593,C,3,Guayas,GROCERY I,1016,0,2,1,8,3.0
2013-01-05,30,876223,C,3,Guayas,GROCERY I,1010,0,2,1,8,6.0
2013-01-05,30,876224,C,3,Guayas,GROCERY I,1010,0,2,1,8,9.0
2013-01-05,30,876663,C,3,Guayas,GROCERY I,1004,0,2,1,8,3.0
2013-01-05,30,877513,C,3,Guayas,CLEANING,3020,0,2,3,8,3.0
2013-01-05,30,881701,C,3,Guayas,GROCERY I,1042,0,2,1,8,1.0
2013-01-05,30,881910,C,3,Guayas,GROCERY I,1042,0,2,1,8,2.0
2013-01-05,30,881911,C,3,Guayas,GROCERY I,1042,0,2,1,8,1.0
2013-01-05,30,881912,C,3,Guayas,GROCERY I,1042,0,2,1,8,2.0
2013-01-05,30,882624,C,3,Guayas,DAIRY,2116,1,2,6,8,1.0
2013-01-05,30,884878,C,3,Guayas,BEVERAGES,1124,0,2,5,8,2.0
2013-01-05,30,885543,C,3,Guayas,PREPARED FOODS,2966,1,2,10,8,3.0
2013-01-05,30,886396,C,3,Guayas,GROCERY I,1042,0,2,1,8,2.0
2013-01-05,30,886398,C,3,Guayas,GROCERY I,1042,0,2,1,8,4.0
2013-01-05,30,888763,C,3,Guayas,DELI,2646,1,2,2,8,2.0
2013-01-05,30,890371,C,3,Guayas,GROCERY I,1002,0,2,1,8,1.0
2013-01-05,30,890372,C,3,Guayas,GROCERY I,1002,0,2,1,8,1.0
2013-01-05,30,890374,C,3,Guayas,GROCERY I,1002,0,2,1,8,2.0
2013-01-05,30,890375,C,3,Guayas,GROCERY I,1002,0,2,1,8,9.0
2013-01-05,30,902198,C,3,Guayas,EGGS,2502,1,2,7,8,3.0
2013-01-05,30,902200,C,3,Guayas,EGGS,2502,1,2,7,8,3.0
2013-01-05,30,902202,C,3,Guayas,EGGS,2502,1,2,7,8,3.0
2013-01-05,30,903283,C,3,Guayas,POULTRY,2416,1,2,8,8,3.727
2013-01-05,30,903284,C,3,Guayas,POULTRY,2416,1,2,8,8,26.567
2013-01-05,30,907686,C,3,Guayas,BEVERAGES,1120,0,2,5,8,1.0
2013-01-05,30,911429,C,3,Guayas,GROCERY I,1016,0,2,1,8,13.0
2013-01-05,30,911871,C,3,Guayas,CLEANING,3020,0,2,3,8,1.0
2013-01-05,30,911990,C,3,Guayas,CLEANING,3038,0,2,3,8,5.0
2013-01-05,30,915351,C,3,Guayas,DAIRY,2128,1,2,6,8,2.0
2013-01-05,30,915980,C,3,Guayas,BEVERAGES,1122,0,2,5,8,1.0
2013-01-05,30,916887,C,3,Guayas,CLEANING,3024,0,2,3,8,9.0
2013-01-05,30,932281,C,3,Guayas,CLEANING,3024,0,2,3,8,2.0
2013-01-05,30,938566,C,3,Guayas,GROCERY I,1042,0,2,1,8,1.0
2013-01-05,30,938567,C,3,Guayas,GROCERY I,1042,0,2,1,8,13.0
2013-01-05,30,938574,C,3,Guayas,GROCERY I,1042,0,2,1,8,4.0
2013-01-05,30,938576,C,3,Guayas,GROCERY I,1042,0,2,1,8,5.0
2013-01-05,30,938657,C,3,Guayas,BEVERAGES,1136,0,2,5,8,2.0
2013-01-05,30,939129,C,3,Guayas,DAIRY,2104,1,2,6,8,2.0
2013-01-05,30,939130,C,3,Guayas,DAIRY,2104,1,2,6,8,4.0
2013-01-05,30,939131,C,3,Guayas,DAIRY,2104,1,2,6,8,5.0
2013-01-05,30,939207,C,3,Guayas,DAIRY,2130,1,2,6,8,14.0
2013-01-05,30,939210,C,3,Guayas,DAIRY,2130,1,2,6,8,3.0
2013-01-05,30,939661,C,3,Guayas,GROCERY I,1045,0,2,1,8,9.0
2013-01-05,30,939662,C,3,Guayas,GROCERY I,1045,0,2,1,8,4.0
2013-01-05,30,939663,C,3,Guayas,GROCERY I,1045,0,2,1,8,3.0
2013-01-05,30,946671,C,3,Guayas,DELI,2636,1,2,2,8,2.0
2013-01-05,30,949053,C,3,Guayas,GROCERY I,1062,0,2,1,8,1.0
2013-01-05,30,949296,C,3,Guayas,CLEANING,3020,0,2,3,8,3.0
2013-01-05,30,949297,C,3,Guayas,CLEANING,3020,0,2,3,8,2.0
2013-01-05,30,953404,C,3,Guayas,CLEANING,3046,0,2,3,8,1.0
2013-01-05,30,953413,C,3,Guayas,CLEANING,3046,0,2,3,8,1.0
2013-01-05,30,953562,C,3,Guayas,GROCERY I,1062,0,2,1,8,1.0
2013-01-05,30,956011,C,3,Guayas,GROCERY I,1064,0,2,1,8,1.0
2013-01-05,30,956012,C,3,Guayas,GROCERY I,1088,0,2,1,8,2.0
2013-01-05,30,956013,C,3,Guayas,GROCERY I,1088,0,2,1,8,2.0
2013-01-05,30,958016,C,3,Guayas,DAIRY,2116,1,2,6,8,4.0
2013-01-05,30,959437,C,3,Guayas,"LIQUOR,WINE,BEER",1318,0,2,14,8,24.0
2013-01-05,30,962601,C,3,Guayas,CLEANING,3004,0,2,3,8,3.0
